iteration	error_train	error_test	accuracy_train	accuracy_test	elapsed
0	0.131240604485	0.135304920922	0.5	0.505	0.197628736
10	0.129487551881	0.13066350019	0.51125	0.53	2.940226739
20	0.155113657173	0.16597412737	0.50125	0.485	5.026556274
30	0.124024398839	0.125336206681	0.55	0.505	7.049493943
40	0.124229535772	0.122423100055	0.5625	0.545	9.062403046
50	0.143455947154	0.149952884652	0.50625	0.485	11.028154033
60	0.143329837384	0.148065871722	0.51125	0.5	12.975273178
70	0.123274800393	0.127665003696	0.54125	0.51	14.969225949
80	0.122972499794	0.128621168326	0.55125	0.51	16.852575871
90	0.124716285508	0.129165789993	0.5275	0.49	18.792539493
100	0.122161672683	0.127906004674	0.5875	0.56	20.716563361
110	0.117851321502	0.118506485981	0.62	0.635	22.645288211
120	0.125971309031	0.128154404581	0.54875	0.565	24.559947231
130	0.119987984929	0.121713027631	0.595	0.59	26.472965203
140	0.11860485509	0.118705013474	0.6125	0.625	28.393571487
150	0.118044599593	0.124488172618	0.605	0.555	30.278995878
160	0.120262976488	0.122727025915	0.59125	0.56	32.37180223
170	0.118737027625	0.119824234372	0.61	0.61	34.72310028
180	0.118924285631	0.122758037202	0.5975	0.58	36.599465079
190	0.123340428222	0.123655060341	0.56875	0.595	38.38951557
200	0.118526600223	0.122012738496	0.59	0.55	40.402369807
210	0.12080128866	0.12312680899	0.58625	0.605	42.386571595
220	0.120344738827	0.1236746845	0.6	0.58	44.178490166
230	0.120414263139	0.122484395282	0.59375	0.595	45.953217014
240	0.119911897133	0.119976833905	0.5925	0.63	47.836882121
250	0.119233566293	0.121966539554	0.595	0.595	49.811111078
260	0.12101424398	0.12284822991	0.585	0.615	51.743612499
270	0.120190683263	0.121180089086	0.59125	0.645	53.616740699
280	0.120809489724	0.121975364776	0.5825	0.645	55.633214516
290	0.119692883561	0.122280444196	0.6075	0.605	57.658685823
300	0.119740630052	0.12310080139	0.6125	0.6	59.559479061
310	0.119654391015	0.122147450391	0.6	0.575	61.562616853
320	0.119375731726	0.12231503749	0.61125	0.595	63.587741245
330	0.119996696749	0.12268426833	0.605	0.585	65.459654418
340	0.120097038046	0.122588465915	0.60625	0.61	67.514528193
350	0.120130728903	0.121585509964	0.60125	0.615	69.5897984
360	0.120546475618	0.122817947313	0.6025	0.6	71.588730307
370	0.119955007802	0.122931943107	0.61	0.605	73.535519658
380	0.120118425335	0.122717609936	0.59375	0.61	75.400155562
390	0.11969215833	0.12288757519	0.60875	0.595	77.233756872
400	0.119439747754	0.12175575089	0.605	0.59	79.148257579
410	0.119719005512	0.12173151712	0.60125	0.6	81.065266019
420	0.119242784539	0.121331950426	0.6125	0.6	83.052111406
430	0.119377953676	0.121953660129	0.605	0.6	85.154382105
440	0.119229866561	0.12187152445	0.60625	0.6	87.25266614
450	0.119699300433	0.122311563605	0.595	0.595	89.242927023
460	0.11902838432	0.120587284605	0.60375	0.6	91.224323821
470	0.119284333377	0.121578623059	0.60875	0.595	93.184653053
480	0.119169960042	0.121184606092	0.60375	0.6	95.252421097
490	0.118858211624	0.119958008908	0.60625	0.605	97.213567253
500	0.118977375186	0.121480976796	0.615	0.59	99.225847428
510	0.119569845302	0.122239559341	0.6	0.61	101.139004215
520	0.119468014239	0.122235456906	0.60375	0.615	103.029850153
530	0.119319035259	0.122064109379	0.60125	0.59	105.011708775
540	0.119493815485	0.123159498626	0.60125	0.585	107.022169927
550	0.119406343548	0.122112177662	0.60375	0.6	108.876737646
560	0.119717815476	0.12309974527	0.61	0.595	110.775525116
570	0.120371001114	0.123446072107	0.5975	0.6	112.686350311
580	0.120009266408	0.123859222605	0.59875	0.59	114.625737249
590	0.119692562692	0.122995118842	0.6025	0.59	116.538394257
600	0.120223217603	0.122834193031	0.5975	0.6	118.625570807
610	0.120375922062	0.123357452034	0.60375	0.6	120.604805358
620	0.120126732817	0.123714885765	0.595	0.58	122.561876098
630	0.121528683612	0.123796060445	0.605	0.59	124.444177945
640	0.120380862223	0.123153206853	0.59875	0.6	126.40548501
650	0.120035284567	0.122605649573	0.605	0.6	128.320112339
660	0.11958829229	0.123022203504	0.59875	0.595	130.338829177
670	0.120032742659	0.122995268837	0.59625	0.59	132.286568826
680	0.11981804276	0.123041643972	0.595	0.595	134.147851071
690	0.120061152296	0.123298528008	0.5925	0.585	136.142934596
700	0.120039117716	0.123216377642	0.59	0.59	138.113628919
710	0.120128053294	0.123112934196	0.59625	0.585	140.094418405
720	0.11972022919	0.123130824177	0.5975	0.58	142.045850175
730	0.119900567864	0.123594541847	0.59375	0.58	144.049194589
740	0.120122877578	0.123942158759	0.59625	0.585	145.986035467
750	0.120134626527	0.123011947374	0.5975	0.585	147.929023453
760	0.120007174257	0.122594763217	0.5975	0.585	149.84807237
770	0.119852367725	0.122923744842	0.5975	0.59	151.795549199
780	0.120703831008	0.123470087241	0.59375	0.59	153.700267919
790	0.119839592737	0.122954826746	0.60625	0.595	155.683169306
800	0.120265595809	0.12301120735	0.60125	0.595	157.545671365
810	0.120591883054	0.121846505065	0.57875	0.61	159.397000177
820	0.121356511552	0.124443750828	0.6125	0.59	161.280830389
830	0.119659831167	0.121882507279	0.6	0.605	163.198050948
840	0.119963898592	0.121972829139	0.59875	0.615	165.05726643
850	0.120428012199	0.12227798396	0.58875	0.615	167.159224339
860	0.121798110773	0.123249933307	0.5975	0.61	169.489520696
870	0.119791900061	0.121578770295	0.58625	0.615	171.460624179
880	0.12101205275	0.122177206092	0.58875	0.62	173.28652677
890	0.119724208248	0.121399167227	0.59125	0.615	175.354016328
900	0.119881909408	0.121835475026	0.60125	0.635	177.209317541
910	0.118935924176	0.12134416561	0.605	0.625	179.109152323
920	0.118154613555	0.123147566219	0.6175	0.58	181.319560477
930	0.119291282499	0.121341061886	0.61	0.625	183.203958528
940	0.118968673972	0.120740410955	0.59875	0.635	185.19096009
950	0.118591431016	0.120603750566	0.61	0.63	187.097460161
960	0.118694772319	0.120143487772	0.60625	0.62	189.2105583
